 #(He-core: Althaus et al. 2013, CO-core: Camisassa et al. 2016, ONe-core: Camisassa et al. 2019)
  #Log(g) log(teff) mWD    tcool(gyr)  R(Rsun)   core   log(L)   TpreWD(gyr)  Mzams     Mbol      G3        Bp3      Rp3         u         g       r          i       z         g         r         i         z         y         U         B         V         R         I         J         H         K         FUV       NUV
  7.00   3.560   0.194     5.90867    0.023008   He    -4.082     0.00000   0.000   14.9440   14.7262   15.3919   13.9448   18.7605   15.8298   14.7266   14.3113   14.1199   15.6322   14.7162   14.3193   14.1272   14.1057   17.7394   16.3703   15.0967   14.4201   13.8037   13.5983   14.5079   15.0424   46.0704   26.9853
  7.00   3.540   0.193     6.37320    0.022942   He    -4.164     0.00000   0.000   15.1499   14.8818   15.5646   14.0921   19.1343   16.0353   14.8729   14.4572   14.2710   15.8264   14.8629   14.4664   14.2722   14.2808   18.0991   16.5993   15.2625   14.5650   13.9517   13.9243   14.9065   15.4553   47.3709   27.6774
  7.00   3.520   0.191     6.90827    0.022874   He    -4.246     0.00000   0.000   15.3561   15.0197   15.6919   14.2413   19.4707   16.1901   14.9827   14.6020   14.4483   15.9718   14.9727   14.6118   14.4314   14.5142   18.4249   16.7778   15.3848   14.6848   14.1083   14.3756   15.2966   15.8779   48.2604   28.2823
  7.00   3.500   0.190     7.48264    0.022816   He    -4.329     0.00000   0.000   15.5614   15.1845   15.8440   14.4175   19.8483   16.3728   15.1175   14.7784   14.6518   16.1435   15.1079   14.7905   14.6239   14.7667   18.7926   16.9832   15.5338   14.8289   14.2987   14.7272   15.6118   16.2241   49.5875   28.9059
  7.00   3.480   0.190     8.05686    0.022774   He    -4.410     0.00000   0.000   15.7652   15.3318   15.9531   14.5972   20.1606   16.5075   15.2113   14.9547   14.8839   16.2680   15.2040   14.9702   14.8366   15.0699   19.0942   17.1430   15.6361   14.9460   14.5046   15.1545   15.9641   16.6173   50.4355   29.4984
  7.00   3.460   0.189     8.68108    0.022736   He    -4.491     0.00000   0.000   15.9686   15.4722   16.0571   14.7686   20.4587   16.6360   15.3006   15.1228   15.1053   16.3866   15.2954   15.1416   15.0395   15.3593   19.3819   17.2954   15.7335   15.0576   14.7010   15.5624   16.3002   16.9926   51.2452   30.0639
  7.00   3.440   0.188     9.33955    0.022705   He    -4.573     0.00000   0.000   16.1715   15.6058   16.1560   14.9319   20.7429   16.7582   15.3854   15.2830   15.3163   16.4995   15.3823   15.3049   15.2329   15.6352   19.6562   17.4404   15.8262   15.1637   14.8881   15.9515   16.6207   17.3505   52.0180   30.6036
  7.00   3.420   0.188    10.06883    0.022676   He    -4.654     0.00000   0.000   16.3742   15.7334   16.2503   15.0877   21.0143   16.8749   15.4664   15.4358   15.5178   16.6073   15.4653   15.4607   15.4175   15.8986   19.9182   17.5789   15.9146   15.2650   15.0667   16.3230   16.9268   17.6923   52.7560   31.1189
  7.00   3.400   0.187    10.88807    0.022647   He    -4.735     0.00000   0.000   16.5768   15.8553   16.3405   15.2366   21.2735   16.9864   15.5438   15.5819   15.7103   16.7102   15.5446   15.6096   15.5939   16.1503   20.1685   17.7113   15.9991   15.3619   15.2374   16.6779   17.2192   18.0188   53.4608   31.6112
  7.10   4.900   0.509     0.00017    0.034522   CO     1.599     0.00000   0.000    0.7429    6.6805    6.4917    7.0505    5.9553    6.4117    6.9788    7.3626    7.7366    6.4816    6.9848    7.3885    7.6846    7.9015    5.1721    6.4187    6.7458    6.8978    7.0966    7.5376    7.6713    7.7832    4.3904    5.0751
  7.10   4.880   0.502     0.00021    0.034358   CO     1.512     0.00000   0.000    0.9588    6.7388    6.5515    7.1056    6.0186    6.4715    7.0358    7.4181    7.7921    6.5407    7.0418    7.4436    7.7401    7.9563    5.2348    6.4788    6.8028    6.9548    7.1521    7.5930    7.7246    7.8358    4.4633    5.1434
  7.10   4.860   0.495     0.00024    0.034119   CO     1.426     0.00000   0.000    1.1738    6.7939    6.6070    7.1595    6.0785    6.5267    7.0887    7.4710    7.8437    6.5952    7.0947    7.4975    7.7917    8.0085    5.2945    6.5349    6.8570    7.0077    7.2050    7.6422    7.7758    7.8865    4.5353    5.2086
  7.10   4.840   0.489     0.00027    0.033833   CO     1.341     0.00000   0.000    1.3880    6.8518    6.6660    7.2144    6.1413    6.5846    7.1458    7.5268    7.8996    6.6524    7.1519    7.5535    7.8476    8.0636    5.3573    6.5939    6.9141    7.0649    7.2606    7.6912    7.8305    7.9388    4.6114    5.2781
  7.10   4.820   0.483     0.00030    0.033515   CO     1.255     0.00000   0.000    1.6016    6.9186    6.7334    7.2797    6.2136    6.6525    7.2103    7.5910    7.9632    6.7198    7.2168    7.6168    7.9112    8.1272    5.4296    6.6631    6.9796    7.1298    7.3242    7.7618    7.8912    8.0015    4.6950    5.3551
  7.10   4.800   0.477     0.00031    0.033161   CO     1.170     0.00000   0.000    1.8149    6.9823    6.7970    7.3410    6.2833    6.7164    7.2727    7.6526    8.0242    6.7836    7.2787    7.6796    7.9722    8.1868    5.4983    6.7274    7.0423    7.1913    7.3860    7.8238    7.9500    8.0609    4.7765    5.4307
